Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
TcIL3000.A.H_000585300	TcIL3000.A.H_000585300.1	T. congolense IL3000 2019	Tc.A.H.pschr_08:709,206..711,230(+)	acetyl-CoA synthetase, putative	N/A	AMP binding;acetate-CoA ligase activity;catalytic activity	IEA	6.2.1.1 (Acetate--CoA ligase)	
TcIL3000.A.H_000636200:pseudogene	TcIL3000.A.H_000636200.1	T. congolense IL3000 2019	Tc.A.H.pschr_08:2,144,440..2,147,919(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000636300:pseudogene	TcIL3000.A.H_000636300.1	T. congolense IL3000 2019	Tc.A.H.pschr_08:2,150,243..2,153,719(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000636400:pseudogene	TcIL3000.A.H_000636400.1	T. congolense IL3000 2019	Tc.A.H.pschr_08:2,155,995..2,159,472(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000637400:pseudogene	TcIL3000.A.H_000637400.1	T. congolense IL3000 2019	Tc.A.H.pschr_08:2,181,112..2,184,309(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000645600	TcIL3000.A.H_000645600.1	T. congolense IL3000 2019	Tc.A.H.pschr_09:274,951..276,342(-)	kynureninase, putative	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	3.7.1.3 (Kynureninase)	
TcIL3000.A.H_000666200	TcIL3000.A.H_000666200.1	T. congolense IL3000 2019	Tc.A.H.pschr_09:845,417..846,808(-)	adenylosuccinate lyase, putative	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	4.3.2.2 (Adenylosuccinate lyase)	
TcIL3000.A.H_000712700	TcIL3000.A.H_000712700.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:54,392..55,309(+)	ATP synthase F1 subunit gamma protein, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
TcIL3000.A.H_000728900:pseudogene	TcIL3000.A.H_000728900.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:481,342..485,456(+)	protein kinase, putative	N/A	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
TcIL3000.A.H_000735600:pseudogene	TcIL3000.A.H_000735600.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:658,117..661,640(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000739900	TcIL3000.A.H_000739900.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:781,154..782,446(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
TcIL3000.A.H_000758800	TcIL3000.A.H_000758800.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:1,283,767..1,283,994(+)	Mitochondrial ATP synthase epsilon chain, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
TcIL3000.A.H_000764200	TcIL3000.A.H_000764200.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:1,434,074..1,435,192(+)	fructose-bisphosphate aldolase, glycosomal, putative	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
TcIL3000.A.H_000764300	TcIL3000.A.H_000764300.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:1,436,019..1,437,137(+)	fructose-bisphosphate aldolase, glycosomal, putative	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
TcIL3000.A.H_000790900	TcIL3000.A.H_000790900.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:2,124,124..2,124,891(-)	ATP synthase delta (OSCP) subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
TcIL3000.A.H_000802900	TcIL3000.A.H_000802900.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:2,431,439..2,432,587(+)	phosphoribosylpyrophosphate synthetase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
TcIL3000.A.H_000821100:pseudogene	TcIL3000.A.H_000821100.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:2,878,589..2,879,854(+)	nicotinate phosphoribosyltransferase, putative	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	2.4.2.11 (Transferred entry: 6.3.4.21)	
TcIL3000.A.H_000831500	TcIL3000.A.H_000831500.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:3,135,892..3,137,028(-)	pyruvate dehydrogenase E1 alpha subunit, putative	N/A	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	IEA	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
TcIL3000.A.H_000845400	TcIL3000.A.H_000845400.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:3,506,235..3,507,734(-)	pyruvate kinase 1	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
TcIL3000.A.H_000860400	TcIL3000.A.H_000860400.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:3,961,354..3,963,951(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000861300:pseudogene	TcIL3000.A.H_000861300.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:4,012,225..4,015,716(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000862400:pseudogene	TcIL3000.A.H_000862400.1	T. congolense IL3000 2019	Tc.A.H.pschr_10:4,079,828..4,083,343(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000884800	TcIL3000.A.H_000884800.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:455,250..457,679(+)	phosphoglycerate kinase, putative	N/A	phosphoglycerate kinase activity	IEA	N/A	
TcIL3000.A.H_000891300	TcIL3000.A.H_000891300.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:646,326..647,462(-)	phosphoribosylpyrophosphate synthetase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
TcIL3000.A.H_000897700	TcIL3000.A.H_000897700.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:877,785..879,593(+)	adenylosuccinate synthetase, putative	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
TcIL3000.A.H_000918800	TcIL3000.A.H_000918800.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:1,470,908..1,474,627(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_000998700	TcIL3000.A.H_000998700.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:3,595,214..3,597,037(-)	glucose-6-phosphate isomerase, glycosomal	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
TcIL3000.A.H_001004400	TcIL3000.A.H_001004400.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:3,735,806..3,739,603(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
TcIL3000.A.H_001015500	TcIL3000.A.H_001015500.1	T. congolense IL3000 2019	Tc.A.H.pschr_11:4,024,698..4,025,582(-)	NAD+ synthase, putative	N/A	ATP binding;NAD+ synthase (glutamine-hydrolyzing) activity	IEA	6.3.5.1 (NAD(+) synthase (glutamine-hydrolyzing))	
TcIL3000_0_00870	TcIL3000_0_00870.1	T. congolense IL3000	T.congo_bin_contig_31:13,919..18,328(+)	pantothenate kinase subunit, putative	N/A	ATP binding;catalytic activity;pantothenate kinase activity	IEA	N/A	
TcIL3000_0_02830	TcIL3000_0_02830.1	T. congolense IL3000	T.congo_bin_contig_102:4,934..8,647(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_03100	TcIL3000_0_03100.1	T. congolense IL3000	T.congo_bin_contig_118:10,669..11,694(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_09060	TcIL3000_0_09060.1	T. congolense IL3000	T.congo_bin_contig_350:2,588..3,580(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_09250	TcIL3000_0_09250.1	T. congolense IL3000	T.congo_bin_contig_354:19,567..23,244(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_09360	TcIL3000_0_09360.1	T. congolense IL3000	T.congo_bin_contig_360:3,239..3,820(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_09370	TcIL3000_0_09370.1	T. congolense IL3000	T.congo_bin_contig_360:3,992..6,708(-)	expression site-associated gene 4 (ESAG4) protein, putative (pseudogene)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_09840	TcIL3000_0_09840.1	T. congolense IL3000	T.congo_bin_contig_377:896..4,630(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_13600	TcIL3000_0_13600.1	T. congolense IL3000	T.congo_bin_contig_509:142..3,423(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_14050	TcIL3000_0_14050.1	T. congolense IL3000	T.congo_bin_contig_526:1,570..5,241(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_15380	TcIL3000_0_15380.1	T. congolense IL3000	T.congo_bin_contig_590:1,359..4,823(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_16440	TcIL3000_0_16440.1	T. congolense IL3000	T.congo_bin_contig_635:1,105..4,848(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_16450	TcIL3000_0_16450.1	T. congolense IL3000	T.congo_bin_contig_635:5,710..9,453(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_16460	TcIL3000_0_16460.1	T. congolense IL3000	T.congo_bin_contig_635:10,317..11,306(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_17700	TcIL3000_0_17700.1	T. congolense IL3000	T.congo_bin_contig_695:1,335..3,110(+)	cytidine triphosphate synthase, putative	N/A	CTP synthase activity	IEA	N/A	
TcIL3000_0_18960	TcIL3000_0_18960.1	T. congolense IL3000	T.congo_bin_contig_750:4,762..6,153(+)	adenylosuccinate lyase, putative	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	N/A	
TcIL3000_0_19050	TcIL3000_0_19050.1	T. congolense IL3000	T.congo_bin_contig_754:20..3,439(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_19060	TcIL3000_0_19060.1	T. congolense IL3000	T.congo_bin_contig_754:4,301..8,044(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_21630	TcIL3000_0_21630.1	T. congolense IL3000	T.congo_bin_contig_867:12..2,888(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_22990	TcIL3000_0_22990.1	T. congolense IL3000	T.congo_bin_contig_913:4,694..8,137(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_23050	TcIL3000_0_23050.1	T. congolense IL3000	T.congo_bin_contig_914:20..3,331(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_23420	TcIL3000_0_23420.1	T. congolense IL3000	T.congo_bin_contig_929:4,123..7,896(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_26940	TcIL3000_0_26940.1	T. congolense IL3000	T.congo_bin_contig_1076:1..529(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative (fragment)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_27400	TcIL3000_0_27400.1	T. congolense IL3000	T.congo_bin_contig_1098:7,701..9,335(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_27410	TcIL3000_0_27410.1	T. congolense IL3000	T.congo_bin_contig_1098:10,022..12,953(+)	expression site-associated gene 4 (ESAG4) protein, putative (fragment)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_27490	TcIL3000_0_27490.1	T. congolense IL3000	T.congo_bin_contig_1103:1..809(-)	GMP synthase, putative (fragment)	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	N/A	
TcIL3000_0_29570	TcIL3000_0_29570.1	T. congolense IL3000	T.congo_bin_contig_1174:2,796..4,619(-)	glucose-6-phosphate isomerase, glycosomal	N/A	glucose-6-phosphate isomerase activity	IEA	N/A	
TcIL3000_0_29930	TcIL3000_0_29930.1	T. congolense IL3000	T.congo_bin_contig_1186:16..1,014(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_29940	TcIL3000_0_29940.1	T. congolense IL3000	T.congo_bin_contig_1186:3,380..6,823(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_29950	TcIL3000_0_29950.1	T. congolense IL3000	T.congo_bin_contig_1186:9,188..12,440(+)	expression site-associated gene 4 (ESAG4) protein, putative (fragment)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_30030	TcIL3000_0_30030.1	T. congolense IL3000	T.congo_bin_contig_1187:14,223..18,044(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_31740	TcIL3000_0_31740.1	T. congolense IL3000	T.congo_bin_contig_1268:5,674..9,351(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_33850	TcIL3000_0_33850.1	T. congolense IL3000	T.congo_bin_contig_1360:3,983..7,708(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_35890	TcIL3000_0_35890.1	T. congolense IL3000	T.congo_bin_contig_1448:3,984..7,544(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_36330	TcIL3000_0_36330.1	T. congolense IL3000	T.congo_bin_contig_1469:2,377..5,520(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_36880	TcIL3000_0_36880.1	T. congolense IL3000	T.congo_bin_contig_1494:2,405..3,289(+)	NAD+ synthase, putative	N/A	ATP binding;NAD+ synthase (glutamine-hydrolyzing) activity	IEA	N/A	
TcIL3000_0_37000	TcIL3000_0_37000.1	T. congolense IL3000	T.congo_bin_contig_1503:5,740..9,465(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_37820	TcIL3000_0_37820.1	T. congolense IL3000	T.congo_bin_contig_1546:107..3,019(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_37920	TcIL3000_0_37920.1	T. congolense IL3000	T.congo_bin_contig_1549:247..1,509(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
TcIL3000_0_37930	TcIL3000_0_37930.1	T. congolense IL3000	T.congo_bin_contig_1549:1,900..3,162(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
TcIL3000_0_38650	TcIL3000_0_38650.1	T. congolense IL3000	T.congo_bin_contig_1578:9,772..13,074(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_39380	TcIL3000_0_39380.1	T. congolense IL3000	T.congo_bin_contig_1620:3,070..3,651(-)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_39890	TcIL3000_0_39890.1	T. congolense IL3000	T.congo_bin_contig_1638:936..4,601(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_42400	TcIL3000_0_42400.1	T. congolense IL3000	T.congo_bin_contig_1735:2,077..3,540(-)	ATP-dependent 6-phosphofructokinase, glycosomal	ATP binding	6-phosphofructokinase activity;ATP binding	IEA	2.7.1.11 (6-phosphofructokinase)	
TcIL3000_0_45250	TcIL3000_0_45250.1	T. congolense IL3000	T.congo_bin_contig_1849:8,846..12,388(+)	expression site-associated gene 4 (ESAG4) protein, putative (fragment)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_45440	TcIL3000_0_45440.1	T. congolense IL3000	T.congo_bin_contig_1854:22,204..25,980(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_45460	TcIL3000_0_45460.1	T. congolense IL3000	T.congo_bin_contig_1854:28,231..32,010(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_48190	TcIL3000_0_48190.1	T. congolense IL3000	T.congo_bin_contig_1951:13,073..16,750(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_51710	TcIL3000_0_51710.1	T. congolense IL3000	T.congo_bin_contig_2092:166..2,178(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_53960	TcIL3000_0_53960.1	T. congolense IL3000	T.congo_bin_contig_2177:202..1,662(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_55050	TcIL3000_0_55050.1	T. congolense IL3000	T.congo_bin_contig_2219:3,655..5,628(+)	GMP synthase [glutamine-hydrolysing]	GMP synthase (glutamine-hydrolyzing) activity	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA, ISO	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
TcIL3000_0_58990	TcIL3000_0_58990.1	T. congolense IL3000	T.congo_bin_contig_2379:15,558..19,235(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_59360	TcIL3000_0_59360.1	T. congolense IL3000	T.congo_bin_contig_2389:2,355..4,847(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_59590	TcIL3000_0_59590.1	T. congolense IL3000	T.congo_bin_contig_2403:6,653..10,456(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_59880	TcIL3000_0_59880.1	T. congolense IL3000	T.congo_bin_contig_2412:84..713(+)	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_59890	TcIL3000_0_59890.1	T. congolense IL3000	T.congo_bin_contig_2412:1,232..4,963(+)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_59900	TcIL3000_0_59900.1	T. congolense IL3000	T.congo_bin_contig_2412:5,482..9,157(+)	expression site-associated gene 4 (ESAG4) protein, putative (fragment)	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_0_60800	TcIL3000_0_60800.1	T. congolense IL3000	T.congo_bin_contig_2448:1,284..5,024(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_10_10810	TcIL3000_10_10810.1	T. congolense IL3000	T.congo.pschr.10:2,923,675..2,924,811(-)	pyruvate dehydrogenase E1 component alpha subunit, putative	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity	IEA	N/A	
TcIL3000_10_12020	TcIL3000_10_12020.1	T. congolense IL3000	T.congo.pschr.10:3,264,077..3,265,576(-)	pyruvate kinase 1, putative	mRNA binding;pyruvate kinase activity	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA, TAS	N/A	
TcIL3000_10_1620	TcIL3000_10_1620.1	T. congolense IL3000	T.congo.pschr.10:483,588..488,261(+)	serine/threonine protein kinase, putative	ATP binding;protein serine/threonine kinase activity	ATP binding;phosphorus-oxygen lyase activity;protein kinase activity	IEA	N/A	
TcIL3000_10_1730	TcIL3000_10_1730.1	T. congolense IL3000	T.congo.pschr.10:521,874..522,986(+)	elongation factor 1-alpha, putative (fragment)	hexokinase activity	GTP binding;GTPase activity;translation elongation factor activity	ISS	N/A	
TcIL3000_10_2060	TcIL3000_10_2060.1	T. congolense IL3000	T.congo.pschr.10:626,021..629,638(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_10_2500	TcIL3000_10_2500.1	T. congolense IL3000	T.congo.pschr.10:751,334..752,626(+)	enolase, putative	magnesium ion binding;phosphopyruvate hydratase activity	magnesium ion binding;phosphopyruvate hydratase activity	IEA, ISS	N/A	
TcIL3000_10_4750	TcIL3000_10_4750.1	T. congolense IL3000	T.congo.pschr.10:1,321,717..1,322,049(+)	Fructose-bisphosphate aldolase class-I, putative (fragment)	N/A	fructose-bisphosphate aldolase activity	IEA	N/A	
TcIL3000_10_4760	TcIL3000_10_4760.1	T. congolense IL3000	T.congo.pschr.10:1,323,074..1,324,192(+)	fructose-bisphosphate aldolase, glycosomal, putative	fructose-bisphosphate aldolase activity	fructose-bisphosphate aldolase activity	IEA, TAS	N/A	
TcIL3000_10_50	TcIL3000_10_50.1	T. congolense IL3000	T.congo.pschr.10:42,560..43,477(+)	ATP synthase F1 subunit gamma protein, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
TcIL3000_10_590	TcIL3000_10_590.1	T. congolense IL3000	T.congo.pschr.10:156,630..158,186(+)	ATP synthase, putative	proton-transporting ATPase activity, rotational mechanism	binding;proton-transporting ATPase activity, rotational mechanism	ISS	N/A	
TcIL3000_10_6900	TcIL3000_10_6900.1	T. congolense IL3000	T.congo.pschr.10:1,879,595..1,880,404(-)	hypothetical protein, conserved	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	N/A	
TcIL3000_10_720	TcIL3000_10_720.1	T. congolense IL3000	T.congo.pschr.10:197,384..199,295(+)	thymidine kinase, putative (fragment)	thymidine kinase activity	ATP binding;thymidine kinase activity	ISO	N/A	
TcIL3000_10_740	TcIL3000_10_740.1	T. congolense IL3000	T.congo.pschr.10:208,015..210,564(+)	thymidine kinase, putative	thymidine kinase activity	ATP binding;thymidine kinase activity	ISO	N/A	
TcIL3000_10_8190	TcIL3000_10_8190.1	T. congolense IL3000	T.congo.pschr.10:2,204,618..2,205,766(+)	phosphoribosylpyrophosphate synthetase, putative	ATP binding;ribose phosphate diphosphokinase activity	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	N/A	
TcIL3000_10_9800	TcIL3000_10_9800.1	T. congolense IL3000	T.congo.pschr.10:2,676,233..2,677,519(+)	nicotinate phosphoribosyltransferase, putative	nicotinate phosphoribosyltransferase activity	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA, ISS	N/A	
TcIL3000_1_220	TcIL3000_1_220.1	T. congolense IL3000	T.congo.pschr.1:58,423..59,685(-)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	N/A	
TcIL3000_1_230	TcIL3000_1_230.1	T. congolense IL3000	T.congo.pschr.1:60,178..61,440(-)	phosphoglycerate kinase, putative	phosphoglycerate kinase activity	phosphoglycerate kinase activity	IEA, TAS	N/A	
TcIL3000_1_240	TcIL3000_1_240.1	T. congolense IL3000	T.congo.pschr.1:61,831..63,360(-)	phosphoglycerate kinase, putative	phosphoglycerate kinase activity	phosphoglycerate kinase activity	IEA, TAS	N/A	
TcIL3000_1_750	TcIL3000_1_750.1	T. congolense IL3000	T.congo.pschr.1:168,280..170,055(+)	cytidine triphosphate synthase, putative	CTP synthase activity	CTP synthase activity	IEA, ISO	N/A	
TcIL3000_3_1400	TcIL3000_3_1400.1	T. congolense IL3000	T.congo.pschr.3:472,139..473,134(+)	Peroxisome biogenesis protein 2, putative	N/A	N/A	ISO	N/A	
TcIL3000_3_590	TcIL3000_3_590.1	T. congolense IL3000	T.congo.pschr.3:196,423..198,197(+)	ATP synthase subunit beta, mitochondrial, putative (pseudogene)	ATP binding;GTP binding	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
TcIL3000_4_3420	TcIL3000_4_3420.1	T. congolense IL3000	T.congo.pschr.4:969,404..970,300(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
TcIL3000_4_3430	TcIL3000_4_3430.1	T. congolense IL3000	T.congo.pschr.4:970,326..972,317(-)	expression site-associated gene 4 (ESAG4) protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	N/A	
