Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL	
PHYCI_9540	PHYCI_9540T0	Phytophthora cinnamomi var. cinnamomi CBS 144.22	PcinCBS144-22_SC0063:159,958..160,417(-)	unspecified product	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
PHYSODRAFT_341872	PHYSODRAFT_341872-t26_1	Phytophthora sojae strain P6497	JH159165:22,778..30,494(-)	hypothetical protein	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PITG_03698	PITG_03698-t26_1	Phytophthora infestans T30-4	DS028121:2,866,655..2,868,156(-)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PITG_06016	PITG_06016-t26_1	Phytophthora infestans T30-4	DS028126:2,636,934..2,638,178(-)	glucokinase, putative	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	2.7.1.2 (Glucokinase)	
PITG_14195	PITG_14195-t26_1	Phytophthora infestans T30-4	DS028149:1,170,914..1,172,398(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PPTG_12286	PPTG_12286-t26_1	Phytophthora parasitica INRA-310	KI669588:510,246..511,670(+)	triose-phosphate isomerase	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PY06644	PY06644-t26_1	Plasmodium yoelii yoelii 17XNL	AABL01002274:2,234..3,769(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PfTG01_110032700	PfTG01_110032700-t41_1	Plasmodium falciparum TG01	PfTG01_11:1,058,633..1,064,023(-)	6-phosphofructokinase	N/A	N/A	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
PfTG01_140050100	PfTG01_140050100-t41_1	Plasmodium falciparum TG01	PfTG01_14:1,869,667..1,871,241(-)	fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
SDRG_12729	SDRG_12729-t26_1	Saprolegnia diclina VS20	JH767183:120,859..125,826(+)	hypothetical protein	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
SN3_03600150	SN3_03600150-mRNA-1	Sarcocystis neurona SN3	sneu_scaffold00036:381,011..388,317(-)	phosphoglycerate kinase	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
SS50377_10057	SS50377_10057-t26_1	Spironucleus salmonicida ATCC50377	KI545947:22..396(-)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
TGGT1_272290	TGGT1_272290-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:4,082,747..4,086,568(+)	pyruvate dehydrogenase complex subunit PD-HE1Beta	GO:0020011	apicoplast	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
TGMAS_236050B	TGMAS_236050B-t30_1	Toxoplasma gondii MAS	KN044661:261,479..261,944(+)	putative fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TGP89_297060	TGP89_297060-t30_1	Toxoplasma gondii p89	KL998104:750,656..754,537(+)	phosphoglycerate mutase PGMII	GO:0005737	cytoplasm	GO:0004082;GO:0003824;GO:0016868;GO:0004619	bisphosphoglycerate mutase activity;catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent));5.4.2.4 (Bisphosphoglycerate mutase)	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
TGPRC2_281400B	TGPRC2_281400B-t30_1	Toxoplasma gondii TgCatPRC2	KQ983278:454,217..462,233(-)	phosphofructokinase domain-containing protein	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	
TVAG_079260	rna_TVAG_079260-1	Trichomonas vaginalis G3	DS113373:20,766..22,043(-)	phosphofructokinase, putative	N/A	N/A	GO:0003872;GO:0047334	6-phosphofructokinase activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
TcCLB.508537.10	TcCLB.508537.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr38-S:228,854..229,594(-)	glyceraldehyde 3-phosphate dehydrogenase, cytosolic, putative	N/A	N/A	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0055114	oxidation-reduction process	GO:0005829	cytosol	GO:0051287;GO:0004365	NAD binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	GO:0006096	glycolytic process	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
TcCLB.511029.10	TcCLB.511029.10:mRNA	Trypanosoma cruzi CL Brener Non-Esmeraldo-like	TcChr35-P:153,050..154,612(-)	enolase, putative	GO:0000015	phosphopyruvate hydratase complex	GO:0004634	phosphopyruvate hydratase activity	GO:0006096	glycolytic process	GO:0005930;GO:0005737	axoneme;cytoplasm	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
TcIL3000.A.H_000333900	TcIL3000.A.H_000333900.1	Trypanosoma congolense IL3000 2019	Tc.A.H.pschr_03:657,576..659,039(-)	ATP-dependent phosphofructokinase	N/A	N/A	GO:0003872;GO:0005524	6-phosphofructokinase activity;ATP binding	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
cgd3_1400	cgd3_1400-RA	Cryptosporidium parvum Iowa II	CM000431:397,691..401,674(+)	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	N/A	N/A	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase);2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
ACA1_284230	ACA1_284230-t26_1	Acanthamoeba castellanii str. Neff	KB007908:893,439..895,644(-)	pyruvate kinase, barrel domain containing protein	N/A	N/A	GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
BESB_045050	mrna.BESB_045050	Besnoitia besnoiti strain Bb-Ger1	CM008348.1:1,351,611..1,354,219(+)	unspecified product	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
BSAL_14730	BSAL_14730-t42_1	Bodo saltans strain Lake Konstanz	CYKH01001630:35,249..36,790(+)	phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
BSAL_33550	BSAL_33550-t42_1	Bodo saltans strain Lake Konstanz	CYKH01001957:11,557..13,020(+)	phosphofructokinase, putative	N/A	N/A	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
CFAC1_250021400	CFAC1_250021400.1	Crithidia fasciculata strain Cf-Cl	CfaC1_25:443,316..444,434(+)	fructose-1,6-bisphosphate aldolase	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	
Cvel_17730	Cvel_17730.t1	Chromera velia CCMP2878	Cvel_scaffold1432:25,564..31,387(+)	2,3-bisphosphoglycerate-dependent phosphoglycerate, putative	N/A	N/A	GO:0016868;GO:0004619	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
Cvel_7872	Cvel_7872.t1	Chromera velia CCMP2878	Cvel_scaffold422:115..10,330(-)	Pyruvate kinase, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
EAH_00012720	EAH_00012720-t26_1	Eimeria acervulina Houghton	HG673556:66,858..68,557(-)	fructose-1,6-bisphosphate aldolase, putative	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
EAH_00060950	EAH_00060950-t26_1	Eimeria acervulina Houghton	HG671635:359..911(-)	phosphoglycerate mutase, putative	N/A	N/A	GO:0004619	phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
EMWEY_00048420	EMWEY_00048420-t26_1	Eimeria maxima Weybridge	HG718789:283..4,060(-)	hexokinase, putative	GO:0005623	obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
ETH_00035170	ETH_00035170-t26_1	Eimeria tenella strain Houghton	HG674730:69..3,258(+)	glucose-6-phosphate isomerase, putative	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
GLP15_4683	GLP15_4683-t26_1	Giardia Assemblage E isolate P15	ACVC01000125:109,415..111,076(-)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
GMRT_11013	GMRT_11013-t45_1	Giardia muris strain Roberts-Thomson	VDLU01000001:125,844..126,851(-)	Glyceraldehyde 3-phosphate dehydrogenase	N/A	N/A	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
GMRT_16150	GMRT_16150-t45_1	Giardia muris strain Roberts-Thomson	VDLU01000001:2,750,905..2,752,566(-)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
GNI_184070	GNI_184070-t26_1	Gregarina niphandrodes Unknown strain	KK211520:27,206..30,193(+)	phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
H310_06803	H310_06803-t26_1	Aphanomyces invadans NJM9701	KI913963:833,222..834,471(+)	glyceraldehyde-3-phosphate dehydrogenase	N/A	N/A	GO:0051287;GO:0050661;GO:0004365;GO:0016620	NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
HpaG803173	HpaG803173:RNA	Hyaloperonospora arabidopsidis Emoy2	HaraEmoy2_SC0018:84,033..85,109(+)	unspecified product	N/A	N/A	GO:0016832;GO:0003824;GO:0004332;GO:0008270	aldehyde-lyase activity;catalytic activity;fructose-bisphosphate aldolase activity;zinc ion binding	GO:0005975;GO:0006096	carbohydrate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
LAEL147_000168400	LAEL147_000168400.1	Leishmania aethiopica L147	LaeL147_12:300,955..302,772(+)	glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	
LARLEM1108_300040400	LARLEM1108_300040400.1	Leishmania arabica strain LEM1108	LarLEM1108_30:1,228,010..1,229,593(+)	PAS-domain containing phosphoglycerate kinase, putative	N/A	N/A	GO:0004871;GO:0004618	obsolete signal transducer activity;phosphoglycerate kinase activity	GO:0006096;GO:0006355;GO:0007165	glycolytic process;regulation of transcription, DNA-templated;signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LdBPK.36.2.002450	LdBPK.36.2.002450.1	Leishmania donovani strain LV9	LdLV9_36_v1_pilon:932,612..933,847(+)	Glucokinase, putative	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
LdCL_140018300	LdCL_140018300-t42_1	Leishmania donovani CL-SL	CP029513:557,425..558,714(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
LmxM.25.2230	LmxM.25.2230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.25:818,345..819,337(+)	glycosome import protein, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	GO:0006096;GO:0007031;GO:0017038	glycolytic process;peroxisome organization;protein import	N/A	N/A	
LpyrH10_06_0130	rna_LpyrH10_06_0130	Leptomonas pyrrhocoris H10	LpyrH10_06:51,956..53,578(-)	dihydrolipoamide acetyltransferase precursor, putative, putative mitochondrial	GO:0045254	pyruvate dehydrogenase complex	GO:0004742;GO:0016746	dihydrolipoyllysine-residue acetyltransferase activity;transferase activity, transferring acyl groups	GO:0008152;GO:0006090	metabolic process;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase)	
LpyrH10_17_1400	rna_LpyrH10_17_1400	Leptomonas pyrrhocoris H10	LpyrH10_17:458,408..460,298(+)	Enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
Lsey_0122_0290	rna_Lsey_0122_0290-1	Leptomonas seymouri ATCC 30220	Lsey_0122:66,292..67,791(+)	RecName: Full=Pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
NCLIV_050370	NCLIV_050370-t26_1	Neospora caninum Liverpool	FR823391:4,843,851..4,845,771(+)	unspecified product	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
PCHAS_1307000	PCHAS_1307000.1	Plasmodium chabaudi chabaudi	PCHAS_13_v3:289,154..290,302(+)	triosephosphate isomerase, putative	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PCON_0016190	PCON_0016190.mRNA	Paratrypanosoma confusum CUL13	Pcon_scaffold00003_2:246,840..248,006(+)	glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
PGABG01_1126300	PGABG01_1126300-t36_1	Plasmodium gaboni strain G01	PGABG01_11:966,124..971,384(-)	6-phosphofructokinase	N/A	N/A	GO:0003872;GO:0046872	6-phosphofructokinase activity;metal ion binding	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.11 (6-phosphofructokinase)	
PHPALM_88	PHPALM_88-t46_1	Phytophthora palmivora var. palmivora strain sbr112.9	NCKW01000005:36,440..37,810(+)	Enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PHYSODRAFT_560503	PHYSODRAFT_560503-t26_1	Phytophthora sojae strain P6497	JH159155:149,503..151,138(+)	hypothetical protein	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PPRFG01_1440600	PPRFG01_1440600.1	Plasmodium praefalciparum strain G01	PPRFG01_14:1,626,103..1,627,167(+)	triosephosphate isomerase	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)	
PUG3_G011080	PUG3_T011080-RA	Globisporangium ultimum var. sporangiiferum BR650	PultBR650_SC1466:4,221..6,083(-)	Pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PYYM_0520500	PYYM_0520500.1	Plasmodium yoelii yoelii YM	PyYM_05_v1:777,459..779,663(-)	pyruvate kinase 2, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PYYM_1125200	PYYM_1125200.1	Plasmodium yoelii yoelii YM	PyYM_11_v1:951,348..952,832(+)	hexokinase, putative	N/A	N/A	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.1 (Hexokinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
Pf7G8_100020300	Pf7G8_100020300-t41_1	Plasmodium falciparum 7G8	Pf7G8_10:587,869..589,748(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PfGN01_100042300	PfGN01_100042300-t41_1	Plasmodium falciparum GN01	PfGN01_10:1,500,549..1,502,783(-)	pyruvate kinase 2	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PfIT_090027000	PfIT_090027000-t41_1	Plasmodium falciparum IT	PfIT_09:889,085..890,335(+)	phosphoglycerate kinase	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PfKH02_060033300	PfKH02_060033300-t41_1	Plasmodium falciparum KH02	PfKH02_06:1,141,125..1,143,468(+)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
PmUG01_11036800	PmUG01_11036800.1	Plasmodium malariae UG01	PmUG01_11_v1:1,378,192..1,381,169(-)	pyruvate kinase, putative	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
