Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
TGVEG_218810	TGVEG_218810-t26_1	T. gondii VEG	TGVEG_chrXII:1,256,494..1,260,558(+)	histidyl-tRNA synthetase	N/A	D-aminoacyl-tRNA deacylase activity;aminoacyl-tRNA editing activity;hydrolase activity, acting on ester bonds	IEA	3.1.1.- (Carboxylic ester hydrolases.);3.1.1.96 (D-aminoacyl-tRNA deacylase)	
TGVEG_219430	TGVEG_219430-t26_1	T. gondii VEG	TGVEG_chrXII:925,369..932,083(+)	tRNA ligase class II core domain (G, H, P, S and T) domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	6.1.1.3 (Threonine--tRNA ligase)	
TGVEG_219540	TGVEG_219540-t26_1	T. gondii VEG	TGVEG_chrXII:835,122..848,888(-)	cytosolic tRNA-Ala synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;nucleic acid binding;nucleotide binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
TGVEG_219850	TGVEG_219850-t26_1	T. gondii VEG	TGVEG_chrXII:562,318..571,308(-)	prolyl-tRNA synthetase (ProRS)	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	6.1.1.15 (Proline--tRNA ligase)	
TGVEG_220350	TGVEG_220350-t26_1	T. gondii VEG	TGVEG_chrV:231,628..237,527(+)	tRNA ligases class II (D, K and N) domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
TGVEG_221260	TGVEG_221260-t26_1	T. gondii VEG	TGVEG_chrII:184,638..192,840(+)	Class-II DAHP synthetase family protein	N/A	3-deoxy-7-phosphoheptulonate synthase activity	IEA	2.5.1.54 (3-deoxy-7-phosphoheptulonate synthase)	
TGVEG_227090	TGVEG_227090-t26_1	T. gondii VEG	TGVEG_chrX:981,998..987,896(-)	aspartokinase	N/A	aspartate kinase activity	IEA	2.7.2.4 (Aspartate kinase)	
TGVEG_230450	TGVEG_230450-t26_1	T. gondii VEG	TGVEG_chrVIII:801,980..806,670(+)	bifunctional GMP synthase/glutamine amidotransferase protein	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;asparagine synthase (glutamine-hydrolyzing) activity;hydrolase activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
TGVEG_233860	TGVEG_233860-t26_1	T. gondii VEG	TGVEG_chrVIII:2,865,426..2,875,451(+)	DALR anticodon binding domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.19 (Arginine--tRNA ligase)	
TGVEG_234190	TGVEG_234190-t26_1	T. gondii VEG	TGVEG_chrX:4,089,452..4,093,403(-)	putative serine hydroxymethyltransferase 2	N/A	glycine hydroxymethyltransferase activity	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
TGVEG_234505	TGVEG_234505-t26_1	T. gondii VEG	TGVEG_chrX:4,334,839..4,339,617(+)	putative phenylalanyl-tRNA synthetase alpha chain A	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
TGVEG_236010	TGVEG_236010-t26_1	T. gondii VEG	TGVEG_chrX:5,160,878..5,162,713(-)	prenylcysteine oxidase	N/A	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor;prenylcysteine oxidase activity	IEA	1.8.3.5 (Prenylcysteine oxidase)	
TGVEG_236070	TGVEG_236070-t26_1	T. gondii VEG	TGVEG_chrX:5,182,379..5,186,999(-)	pyrroline-5-carboxylate reductase	N/A	oxidoreductase activity;pyrroline-5-carboxylate reductase activity	IEA	1.5.1.2 (Pyrroline-5-carboxylate reductase)	
TGVEG_237470	TGVEG_237470-t26_1	T. gondii VEG	TGVEG_chrX:5,819,126..5,826,546(+)	glycine cleavage T-protein (aminomethyl transferase) domain-containing protein	N/A	aminomethyltransferase activity	IEA	2.1.2.10 (Aminomethyltransferase)	
TGVEG_239820	TGVEG_239820-t26_1	T. gondii VEG	TGVEG_chrVI:952,061..960,850(-)	D-3-phosphoglycerate dehydrogenase	N/A	NAD binding;cofactor binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;phosphogluconate dehydrogenase (decarboxylating) activity;phosphoglycerate dehydrogenase activity	IEA	1.1.1.95 (Phosphoglycerate dehydrogenase)	
TGVEG_241870	TGVEG_241870-t26_1	T. gondii VEG	TGVEG_chrVI:1,788,809..1,797,736(+)	tRNA ligase class I (E and Q), catalytic domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
TGVEG_242300	TGVEG_242300-t26_1	T. gondii VEG	TGVEG_chrVI:1,952,232..1,953,856(+)	dihydrodipicolinate synthase	N/A	4-hydroxy-tetrahydrodipicolinate synthase;lyase activity	IEA	4.3.3.7 (4-hydroxy-tetrahydrodipicolinate synthase)	
TGVEG_243350	TGVEG_243350-t26_1	T. gondii VEG	TGVEG_chrVI:2,574,394..2,579,051(+)	gamma-glutamyl hydrolase	N/A	gamma-glutamyl-peptidase activity;hydrolase activity;omega peptidase activity	IEA	3.4.19.9 (Folate gamma-glutamyl hydrolase)	
TGVEG_243680	TGVEG_243680-t26_1	T. gondii VEG	TGVEG_chrVI:2,797,431..2,799,477(+)	dihydrodipicolinate reductase	N/A	4-hydroxy-tetrahydrodipicolinate reductase	IEA	1.3.1.26 (Transferred entry: 1.17.1.8)	
TGVEG_244406	TGVEG_244406-t26_1	T. gondii VEG	TGVEG_chrVI:3,247,728..3,250,880(+)	cysteine dioxygenase type i protein	N/A	cysteine dioxygenase activity;iron ion binding;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	IEA	1.13.11.20 (Cysteine dioxygenase)	
TGVEG_248990	TGVEG_248990-t26_1	T. gondii VEG	TGVEG_chrXII:4,260,255..4,262,989(+)	putative prenylcysteine lyase protein	N/A	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	IEA	N/A	
TGVEG_249180	TGVEG_249180-t26_1	T. gondii VEG	TGVEG_chrXII:4,336,967..4,343,017(-)	bifunctional dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase)	
TGVEG_249390	TGVEG_249390-t26_1	T. gondii VEG	TGVEG_chrXII:4,484,163..4,494,687(+)	glutamate/leucine/phenylalanine/valine dehydrogenase family protein	N/A	glutamate dehydrogenase (NAD+) activity;oxidoreductase activity	IEA	1.4.1.2 (Glutamate dehydrogenase)	
TGVEG_251690	TGVEG_251690-t26_1	T. gondii VEG	TGVEG_chrXII:5,524,783..5,526,231(+)	putative seryl-tRNA synthetase, cytoplasmic	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
TGVEG_251880	TGVEG_251880-t26_1	T. gondii VEG	TGVEG_chrXII:5,629,590..5,634,260(-)	tRNA synthetases class I family protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
TGVEG_253290	TGVEG_253290-t26_1	T. gondii VEG	TGVEG_chrIII:834,718..847,111(+)	valyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.9 (Valine--tRNA ligase)	
TGVEG_253430	TGVEG_253430-t26_1	T. gondii VEG	TGVEG_chrIII:951,737..957,963(+)	putative asparagine synthetase	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	6.3.5.4 (Asparagine synthase (glutamine-hydrolyzing))	
TGVEG_254110	TGVEG_254110-t26_1	T. gondii VEG	TGVEG_chrIII:1,457,440..1,463,466(+)	tryptophanyl-tRNA synthetase (TrpRS1)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
TGVEG_254200	TGVEG_254200-t26_1	T. gondii VEG	TGVEG_chrIII:1,526,964..1,536,531(-)	anticodon binding domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.14 (Glycine--tRNA ligase)	
TGVEG_256990	TGVEG_256990-t26_1	T. gondii VEG	TGVEG_chrVIIb:4,311,662..4,314,967(+)	glycyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.14 (Glycine--tRNA ligase)	
TGVEG_257750	TGVEG_257750-t26_1	T. gondii VEG	TGVEG_chrVIIb:3,870,710..3,875,105(+)	homocysteine s-methyltransferase domain-containing protein	N/A	S-adenosylmethionine-homocysteine S-methyltransferase activity;betaine-homocysteine S-methyltransferase activity;zinc ion binding	IEA	2.1.1.10 (Homocysteine S-methyltransferase)	
TGVEG_259180	TGVEG_259180-t26_1	T. gondii VEG	TGVEG_chrVIIb:2,923,476..2,926,763(-)	CBS family protein	N/A	catalytic activity;cystathionine beta-synthase activity;protein binding;pyridoxal phosphate binding	IEA	4.2.1.22 (Cystathionine beta-synthase)	
TGVEG_263870	TGVEG_263870-t26_1	T. gondii VEG	TGVEG_chrVIIb:278,294..287,815(-)	glutamate-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
TGVEG_265010	TGVEG_265010-t26_1	T. gondii VEG	TGVEG_chrIX:1,868,664..1,875,353(-)	glutamate 5-kinase domain-containing protein	N/A	RNA binding;glutamate 5-kinase activity	IEA	2.7.2.11 (Glutamate 5-kinase)	
TGVEG_266730	TGVEG_266730-t26_1	T. gondii VEG	TGVEG_chrIX:1,022,038..1,027,453(-)	leucyl-tRNA synthetase (LeuRS2)	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.4 (Leucine--tRNA ligase);6.1.1.9 (Valine--tRNA ligase)	
TGVEG_270510	TGVEG_270510-t26_1	T. gondii VEG	TGVEG_chrVIII:5,233,842..5,237,148(+)	asparaginyl-tRNA synthetase (NOB+tRNA synthase)	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.22 (Asparagine--tRNA ligase)	
TGVEG_270550	TGVEG_270550-t26_1	T. gondii VEG	TGVEG_chrVIII:5,208,117..5,210,261(+)	putative gamma-glutamyl phosphate reductase	N/A	glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA	1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase)	
TGVEG_270760A	TGVEG_270760A-t26_1	T. gondii VEG	TGVEG_chrVIII:5,030,494..5,032,422(-)	asparagine synthase	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
TGVEG_270760B	TGVEG_270760B-t26_1	T. gondii VEG	TGVEG_chrVIII:5,025,287..5,030,473(-)	asparagine synthase	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
TGVEG_271625A	TGVEG_271625A-t26_1	T. gondii VEG	TGVEG_chrVIII:4,452,484..4,453,585(-)	serine--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
TGVEG_271625B	TGVEG_271625B-t26_1	T. gondii VEG	TGVEG_chrVIII:4,445,696..4,452,209(-)	serine--tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
TGVEG_273410	TGVEG_273410-t26_1	T. gondii VEG	TGVEG_chrVIII:3,530,144..3,534,851(+)	tyrosine-tRNA ligase	N/A	ATP binding;RNA binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
TGVEG_273490	TGVEG_273490-t26_1	T. gondii VEG	TGVEG_chrVIII:3,455,111..3,460,762(+)	putative glutamine synthetase, type I	N/A	catalytic activity;glutamate-ammonia ligase activity	IEA	6.3.1.2 (Glutamine synthetase)	
TGVEG_277030	TGVEG_277030-t26_1	T. gondii VEG	TGVEG_chrXII:6,781,787..6,801,951(-)	putative isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.5 (Isoleucine--tRNA ligase)	
TGVEG_280600	TGVEG_280600-t26_1	T. gondii VEG	TGVEG_chrVIIa:313,786..317,989(-)	putative histidyl-tRNA synthetase (HisRS)	N/A	ATP binding;aminoacyl-tRNA ligase activity;ammonia-lyase activity;catalytic activity;histidine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.21 (Histidine--tRNA ligase)	
TGVEG_286180	TGVEG_286180-t26_1	T. gondii VEG	TGVEG_chrV:1,888,042..1,895,295(-)	tRNA ligases class I (M) protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
TGVEG_288360	TGVEG_288360-t26_1	T. gondii VEG	TGVEG_chrIX:2,509,018..2,513,449(+)	tryptophanyl-tRNA synthetase (TrpRS2)	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
TGVEG_288740	TGVEG_288740-t26_1	T. gondii VEG	TGVEG_chrIX:2,754,659..2,757,220(-)	putative L-asparaginase	N/A	1-alkyl-2-acetylglycerophosphocholine esterase activity	IEA	3.1.1.47 (1-alkyl-2-acetylglycerophosphocholine esterase)	
TGVEG_289300	TGVEG_289300-t26_1	T. gondii VEG	TGVEG_chrIX:3,192,799..3,197,173(+)	methionyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding;tRNA binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
TGVEG_290970	TGVEG_290970-t26_1	T. gondii VEG	TGVEG_chrIX:4,037,801..4,039,705(-)	8-amino-7-oxononanoate synthase	N/A	pyridoxal phosphate binding;serine C-palmitoyltransferase activity;transferase activity, transferring nitrogenous groups	IEA	2.3.1.50 (Serine C-palmitoyltransferase)	
TGVEG_290980	TGVEG_290980-t26_1	T. gondii VEG	TGVEG_chrIX:4,042,019..4,043,991(-)	putative glycine C-acetyltransferase	N/A	pyridoxal phosphate binding;serine C-palmitoyltransferase activity;transferase activity, transferring nitrogenous groups	IEA	2.3.1.50 (Serine C-palmitoyltransferase)	
TGVEG_291640	TGVEG_291640-t26_1	T. gondii VEG	TGVEG_chrIX:4,345,153..4,349,488(+)	aspartate carbamoyltransferase	N/A	amino acid binding;aspartate carbamoyltransferase activity;carboxyl- or carbamoyltransferase activity	IEA	2.1.3.2 (Aspartate carbamoyltransferase)	
TGVEG_292080	TGVEG_292080-t26_1	T. gondii VEG	TGVEG_chrIX:4,572,486..4,583,981(+)	leucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.4 (Leucine--tRNA ligase)	
TGVEG_293180	TGVEG_293180-t26_1	T. gondii VEG	TGVEG_chrIa:147,821..153,113(-)	NADP-specific glutamate dehydrogenase	N/A	glutamate dehydrogenase (NADP+) activity;oxidoreductase activity	IEA	1.4.1.4 (Glutamate dehydrogenase (NADP(+)))	
TGVEG_295050	TGVEG_295050-t26_1	T. gondii VEG	TGVEG_chrIa:1,370,128..1,374,570(+)	tRNA ligase class II core domain (G, H, P, S and T) domain-containing protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
TGVEG_299210	TGVEG_299210-t26_1	T. gondii VEG	TGVEG_chrIII:2,123,498..2,129,284(+)	CTP synthase	N/A	CTP synthase activity;hydrolase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
TGVEG_299810	TGVEG_299810-t26_1	T. gondii VEG	TGVEG_chrXII:322,402..334,694(-)	cysteine-tRNA synthetase (CysRS)	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.16 (Cysteine--tRNA ligase)	
TGVEG_300260	TGVEG_300260-t26_1	T. gondii VEG	TGVEG_chrXII:113,334..117,903(+)	threonyl-tRNA synthetase family protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;nucleotide binding;threonine-tRNA ligase activity	IEA	6.1.1.3 (Threonine--tRNA ligase)	
TGVEG_306960	TGVEG_306960-t26_1	T. gondii VEG	TGVEG_chrXI:158,111..168,022(-)	phenylalanine--tRNA ligase, beta subunit protein	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
TGVEG_307040	TGVEG_307040-t26_1	T. gondii VEG	TGVEG_chrXI:104,902..124,360(+)	shikimate dehydrogenase substrate binding domain-containing protein	N/A	3-dehydroquinate dehydratase activity;3-dehydroquinate synthase activity;ATP binding;catalytic activity;purine-nucleoside phosphorylase activity;shikimate 3-dehydrogenase (NADP+) activity;shikimate kinase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups	IEA	2.4.2.1 (Purine-nucleoside phosphorylase);4.2.3.4 (3-dehydroquinate synthase)	
TGVEG_312930	TGVEG_312930-t26_1	T. gondii VEG	TGVEG_chrXI:2,999,422..3,001,538(-)	putative cystathione gamma lyase	N/A	L-cysteine desulfhydrase activity;cystathionine gamma-lyase activity;pyridoxal phosphate binding;transferase activity, transferring nitrogenous groups	IEA	4.4.1.1 (Cystathionine gamma-lyase)	
TGVEG_315260	TGVEG_315260-t26_1	T. gondii VEG	TGVEG_chrXI:4,629,316..4,630,887(+)	alanine dehydrogenase	N/A	alanine dehydrogenase activity	IEA	1.4.1.1 (Alanine dehydrogenase)	
THOM_0010	THOM_0010-t26_1	T. hominis Unknown strain	JH993798:27,824..30,871(-)	Valyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.9 (Valine--tRNA ligase)	
THOM_0012	THOM_0012-t26_1	T. hominis Unknown strain	JH993798:33,697..34,776(+)	Asparagine synthase	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	6.3.5.4 (Asparagine synthase (glutamine-hydrolyzing))	
THOM_0576	THOM_0576-t26_1	T. hominis Unknown strain	JH993847:2,126..5,245(-)	Alanyl-tRNA synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
THOM_0640	THOM_0640-t26_1	T. hominis Unknown strain	JH993853:19,744..21,003(+)	Cytoplasmic tryptophanyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
THOM_0920	THOM_0920-t26_1	T. hominis Unknown strain	JH993874:2,232..4,493(-)	Isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.5 (Isoleucine--tRNA ligase)	
THOM_0980	THOM_0980-t26_1	T. hominis Unknown strain	JH993886:600..1,916(+)	Glycine/serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
THOM_1040	THOM_1040-t26_1	T. hominis Unknown strain	JH993890:3,024..4,448(+)	Seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
THOM_1133	THOM_1133-t26_1	T. hominis Unknown strain	JH993905:20,790..22,898(-)	Threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	6.1.1.3 (Threonine--tRNA ligase)	
THOM_1201	THOM_1201-t26_1	T. hominis Unknown strain	JH993918:5,991..7,316(+)	Asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.22 (Asparagine--tRNA ligase)	
THOM_1210	THOM_1210-t26_1	T. hominis Unknown strain	JH993918:37,836..39,680(+)	Phenylalanyl-tRNA synthetase beta subunit	N/A	ATP binding;RNA binding;magnesium ion binding;phenylalanine-tRNA ligase activity	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
THOM_1211	THOM_1211-t26_1	T. hominis Unknown strain	JH993918:39,689..40,318(+)	Phenylalanyl-tRNA synthetase beta subunit	N/A	ATP binding;aminoacyl-tRNA ligase activity;tRNA binding	IEA	N/A	
THOM_1295	THOM_1295-t26_1	T. hominis Unknown strain	JH993928:48,845..50,056(+)	Arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
THOM_1707	THOM_1707-t26_1	T. hominis Unknown strain	JH993971:12,343..14,244(-)	Glutamyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
THOM_2040	THOM_2040-t26_1	T. hominis Unknown strain	JH993998:11,702..13,195(-)	Prolyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	6.1.1.15 (Proline--tRNA ligase);6.1.1.17 (Glutamate--tRNA ligase)	
THOM_2137	THOM_2137-t26_1	T. hominis Unknown strain	JH994007:1,115..2,083(-)	putative Aspartate--ammonia ligase protein	N/A	aspartate-ammonia ligase activity	IEA	N/A	
THOM_2532	THOM_2532-t26_1	T. hominis Unknown strain	JH994035:176,600..177,337(+)	Phenylalanyl-tRNA synthetase, beta subunit	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
THOM_2584	THOM_2584-t26_1	T. hominis Unknown strain	JH994038:41,675..42,697(-)	Tyrosyl-tRNA synthetase, cytoplasmic	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
THOM_2615	THOM_2615-t26_1	T. hominis Unknown strain	JH994039:19,939..21,579(-)	methionine---tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
THOM_2625	THOM_2625-t26_1	T. hominis Unknown strain	JH994040:13,095..14,474(-)	Glycine/serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
THOM_2702	THOM_2702-t26_1	T. hominis Unknown strain	JH994043:66,788..68,485(-)	Glycyl-tRNA synthetase, class II tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.14 (Glycine--tRNA ligase)	
THOM_2804	THOM_2804-t26_1	T. hominis Unknown strain	JH994055:10,482..11,921(+)	Aspartyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleotide binding	IEA	6.1.1.12 (Aspartate--tRNA ligase)	
THOM_3030	THOM_3030-t26_1	T. hominis Unknown strain	JH994079:52,556..54,436(+)	Cysteinyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.16 (Cysteine--tRNA ligase)	
THOM_3090	THOM_3090-t26_1	T. hominis Unknown strain	JH994091:25,427..28,255(+)	Leucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.4 (Leucine--tRNA ligase)	
THOM_3114	THOM_3114-t26_1	T. hominis Unknown strain	JH994095:26,325..27,851(-)	Lysyl-tRNA synthetase (class II)	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
THOM_3134	THOM_3134-t26_1	T. hominis Unknown strain	JH994096:14,586..16,556(-)	Glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.18 (Glutamine--tRNA ligase)	
TM35_000011880	TM35_000011880-t36_1	T. theileri isolate Edinburgh	NBCO01000001:229,945..231,630(+)	delta-1-pyrroline-5-carboxylate dehydrogenase (mitochondrion)	N/A	1-pyrroline-5-carboxylate dehydrogenase activity;oxidoreductase activity	IEA	N/A	
TM35_000015020	TM35_000015020-t36_1	T. theileri isolate Edinburgh	NBCO01000001:1,065,132..1,067,378(-)	asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
TM35_000021530	TM35_000021530-t36_1	T. theileri isolate Edinburgh	NBCO01000002:142,277..143,674(-)	kynureninase	N/A	kynureninase activity;pyridoxal phosphate binding	IEA	3.7.1.3 (Kynureninase)	
TM35_000022570	TM35_000022570-t36_1	T. theileri isolate Edinburgh	NBCO01000002:430,906..432,141(-)	tyrosine aminotransferase	N/A	pyridoxal phosphate binding;transaminase activity	IEA	N/A	
TM35_000034680	TM35_000034680-t36_1	T. theileri isolate Edinburgh	NBCO01000003:969,487..971,919(+)	putative prolyl-tRNA synthetase, putative,bifunctional aminoacyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
TM35_000041970	TM35_000041970-t36_1	T. theileri isolate Edinburgh	NBCO01000004:227,191..227,607(-)	glycine cleavage system H protein	N/A	N/A	IEA	N/A	
TM35_000053220	TM35_000053220-t36_1	T. theileri isolate Edinburgh	NBCO01000005:608,231..610,309(+)	putative arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
TM35_000053660	TM35_000053660-t36_1	T. theileri isolate Edinburgh	NBCO01000005:720,751..722,643(+)	putative target of rapamycin kinase (TOR) kinase 3	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
